	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984541490440523777	2018-04-12 21:19:17	Rodrigo Bruno	Jogador mais regular do Flamengo no último ano e com custo menor que a maioria. Como viramos concorrentes do Santan… https://t.co/7DqexTvq6N	0	1		4077	3078
984541466247745538	2018-04-12 21:19:12	Rodrigo Bruno	@maurocezar Jogador mais regular do Flamengo no último ano e com custo menor que a maioria. Como viramos concorrent… https://t.co/YTM4Bf5FtZ	1	4		4077	3078
984541265692954627	2018-04-12 21:18:24	claudio terracciano	RT @jefer234: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/T…	83	0		381	999
984540994808045569	2018-04-12 21:17:19	Hélio Nogueira	Segundo um ex-funcionário do Bradesco, se você tem mais de R$100 mil aplicados em qualquer um dos grandes bancos, v… https://t.co/DIlnGSByMB	1	3		11120	12173
984540845104877568	2018-04-12 21:16:44	edilson MORO santos	@ManuelaDavila a turma da Odebrecht, da OAS, da Camargo Correa, da JBS, do Bradesco, do Itaú, estão nesse meio ??	0	0		18	81
984540219218284545	2018-04-12 21:14:14	Jose Antonio	RT @jefer234: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/T…	83	0		1238	1561
984539656099418113	2018-04-12 21:12:00	Bradesco	@shewlabr Vou registrar a sua reclamação e pedir que a área responsável verifique. Me informe por DM o seu telefone… https://t.co/O8zQWZfuRi	0	0		157207	4633
984539649333964804	2018-04-12 21:11:58	Odair José Gallo	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		35	100
984539534804377600	2018-04-12 21:11:31	leledybird	@DanielSFurlan no bradesco vc coloca a mão inteira e eu sempre acho q aquele negócio foi feito pra simpsons pq se q… https://t.co/qkt7eVYFp3	0	10		252	300
984539448598777856	2018-04-12 21:11:11	Eliezer Portela	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		118	229
984539446879178753	2018-04-12 21:11:10	Ana Célia Peluso Moro	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		31	63
984539036806246402	2018-04-12 21:09:32	[?]	"RT @ChogiwaStore: (?) CBX - MAGIC
• Frete de 30-90 dias úteis
• Escolha de capa
• Pagamento por depósito/transferência: caixa, itaú, sicoob…"	4	0		2892	3022
984539005994840065	2018-04-12 21:09:25	Bradesco	@gutosillva Guto, conforme solicitei na reclamação anterior, aguardo o seu telefone com DDD via DM para registro da… https://t.co/vLHyMELYlv	0	0		157207	4633
984538042101895174	2018-04-12 21:05:35	edilson MORO santos	@cartamaior @andiamomeno pior para o povo da Odebrecht, o povo da OAS, o povo da Camargo Correa, O povo da JBS, o p… https://t.co/Se7ilmrLXg	0	0		18	81
984537894718144513	2018-04-12 21:05:00	Bradesco	@ninaalgonz Oii. Vou pedir que seja bloqueado. Me envie por DM o seu telefone com DDD, por favor. https://t.co/AZr1IzXD1m	0	0		157207	4633
984537480362954753	2018-04-12 21:03:21	Du'Gabis	"Torcendo para Fundação Bradesco, que representa o Dallas Mavericks no torneio masculino da Jr. NBA League.

# https://t.co/hNXV5R0vk9"	0	0		178	320
984537478819405825	2018-04-12 21:03:21	? Meu nome é Moro	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		2828	1507
984537350993842176	2018-04-12 21:02:50	Vanderlei Abreu	Grupo Bridge é parceiro do Bradesco na capacitação de mais de 2,5 mil colaboradores https://t.co/WilWFl2ypm	0	0		283	201
